wp_posts,893,post_type,Type,course
wp_posts,893,post_title,Title,Relationships
wp_posts,893,post_date,Date,"2020-08-30 12:40:08"
wp_posts,893,post_content,Content,
wp_posts,893,post_author,"Author ID",1
wp_posts,893,post_excerpt,Excerpt,
wp_posts,893,post_status,Status,publish
wp_posts,893,post_name,Slug,relationships
wp_posts,893,comment_count,"Review/Note/Answer Count",0
wp_postmeta,893,_edit_lock," edit lock",1598791108:1
wp_postmeta,893,_edit_last," edit last",1
wp_postmeta,893,_wp_page_template," wp page template",default
wp_postmeta,893,slide_template,"Slide template",
wp_postmeta,893,rs_page_bg_color,"Rs page bg color",
wp_postmeta,893,vibe_sidebar,Sidebar,coursesidebar
wp_postmeta,893,vibe_duration,"Total Duration of Course",10
wp_postmeta,893,vibe_course_duration_parameter,"Course Duration parameter",86400
wp_postmeta,893,vibe_students,"Total number of Students in Course",1
wp_postmeta,893,vibe_course_prev_unit_quiz_lock,"Unit Completion Lock",H
wp_postmeta,893,vibe_course_offline,"Offline Course",H
wp_postmeta,893,vibe_course_unit_content,"Show Unit content in Curriculum",H
wp_postmeta,893,vibe_course_button,"Hide Course Button after subscription",H
wp_postmeta,893,vibe_course_progress,"Display Course Progress on Course home",H
wp_postmeta,893,vibe_course_auto_progress,"Time based Course Progress ",H
wp_postmeta,893,vibe_course_review,"Post Course Reviews from Course Home",H
wp_postmeta,893,vibe_course_auto_eval,"Auto Evaluation",H
wp_postmeta,893,vibe_start_date,"Course Start Date",
wp_postmeta,893,vibe_max_students,"Maximum Students in Course",
wp_postmeta,893,vibe_course_badge,"Excellence Badge"," "
wp_postmeta,893,vibe_course_badge_percentage,"Badge Percentage",
wp_postmeta,893,vibe_course_badge_title,"Badge Title",
wp_postmeta,893,vibe_course_certificate,"Completion Certificate",H
wp_postmeta,893,vibe_certificate_template,"Certificate Template",H
wp_postmeta,893,vibe_course_passing_percentage,"Passing Percentage",
wp_postmeta,893,vibe_course_drip,"Drip Feed",H
wp_postmeta,893,vibe_course_drip_origin,"Course Starting Time as Drip Feed Origin",H
wp_postmeta,893,vibe_course_section_drip,"Section Drip Feed",H
wp_postmeta,893,vibe_course_drip_duration_type,"Drip Duration as Unit Duration",H
wp_postmeta,893,vibe_course_drip_duration,"Drip Feed Duration (Static)",
wp_postmeta,893,vibe_drip_duration_parameter,"Drip Duration parameter",86400
wp_postmeta,893,vibe_course_curriculum,"Course Curriculum","Relationships S1|884|887|Relationships S2|889|891"
wp_postmeta,893,vibe_pre_course,"Prerequisite Course",
wp_postmeta,893,vibe_course_retakes,"Course Retakes",0
wp_postmeta,893,vibe_forum,"Course Forum",
wp_postmeta,893,vibe_group,"Course Group",
wp_postmeta,893,vibe_course_instructions,"Course specific instructions"," "
wp_postmeta,893,vibe_course_message,"Course Completion Message"," "
wp_postmeta,893,vibe_course_free,"Vibe course free",S
wp_postmeta,893,vibe_partial_free_course,"Vibe partial free course",H
wp_postmeta,893,vibe_course_apply,"Vibe course apply",H
wp_postmeta,893,vibe_product,"Vibe product",
wp_terms,893,course-cat,Terms,"Relationships,Spirit"
wp_user,1,"User Details",talal.danoun@gmail.com,wow.shop100
wp_usermeta,893,"User Timestamp",1,1599655214
wp_postmeta,893,1,"User status",0
wp_usermeta,course_status893,"COURSE STATUS",1,2
wp_posts,884,post_type,Type,unit
wp_posts,884,post_title,Title,"Lovely 1"
wp_posts,884,post_date,Date,"2020-08-30 12:36:39"
wp_posts,884,post_content,Content,"[video width=""480"" height=""270"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/file_example_MP4_480_1_5MG.mp4""][/video]"
wp_posts,884,post_author,"Author ID",1
wp_posts,884,post_excerpt,Excerpt,
wp_posts,884,post_status,Status,publish
wp_posts,884,post_name,Slug,lovely-1
wp_posts,884,comment_count,"Review/Note/Answer Count",0
wp_postmeta,884,_edit_lock," edit lock",1598790862:1
wp_postmeta,884,_edit_last," edit last",1
wp_postmeta,884,slide_template,"Slide template",
wp_postmeta,884,rs_page_bg_color,"Rs page bg color",
wp_postmeta,884,vibe_subtitle,"Unit Description"," "
wp_postmeta,884,vibe_type,"Unit Type",play
wp_postmeta,884,vibe_free,"Free Unit",S
wp_postmeta,884,vibe_duration,"Unit Duration",
wp_postmeta,884,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,884,vibe_forum,"Unit Forum",
wp_postmeta,884,vibe_assignment,"Connect Assignments",
wp_postmeta,884,vibe_unit_attachments,Attachments,
wp_posts,887,post_type,Type,unit
wp_posts,887,post_title,Title,"Lovely 2"
wp_posts,887,post_date,Date,"2020-08-30 12:37:12"
wp_posts,887,post_content,Content,"[video width=""480"" height=""270"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/file_example_MP4_480_1_5MG.mp4""][/video]"
wp_posts,887,post_author,"Author ID",1
wp_posts,887,post_excerpt,Excerpt,
wp_posts,887,post_status,Status,publish
wp_posts,887,post_name,Slug,lovely-2
wp_posts,887,comment_count,"Review/Note/Answer Count",0
wp_postmeta,887,_edit_lock," edit lock",1598790896:1
wp_postmeta,887,_edit_last," edit last",1
wp_postmeta,887,slide_template,"Slide template",
wp_postmeta,887,rs_page_bg_color,"Rs page bg color",
wp_postmeta,887,vibe_subtitle,"Unit Description"," "
wp_postmeta,887,vibe_type,"Unit Type",play
wp_postmeta,887,vibe_free,"Free Unit",S
wp_postmeta,887,vibe_duration,"Unit Duration",
wp_postmeta,887,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,887,vibe_forum,"Unit Forum",
wp_postmeta,887,vibe_assignment,"Connect Assignments",
wp_postmeta,887,vibe_unit_attachments,Attachments,
wp_posts,889,post_type,Type,unit
wp_posts,889,post_title,Title,"Lovely 3"
wp_posts,889,post_date,Date,"2020-08-30 12:37:52"
wp_posts,889,post_content,Content,"[video width=""480"" height=""270"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/file_example_MP4_480_1_5MG.mp4""][/video]"
wp_posts,889,post_author,"Author ID",1
wp_posts,889,post_excerpt,Excerpt,
wp_posts,889,post_status,Status,publish
wp_posts,889,post_name,Slug,lovely-3
wp_posts,889,comment_count,"Review/Note/Answer Count",0
wp_postmeta,889,_edit_lock," edit lock",1598790937:1
wp_postmeta,889,_edit_last," edit last",1
wp_postmeta,889,slide_template,"Slide template",
wp_postmeta,889,rs_page_bg_color,"Rs page bg color",
wp_postmeta,889,vibe_subtitle,"Unit Description"," "
wp_postmeta,889,vibe_type,"Unit Type",play
wp_postmeta,889,vibe_free,"Free Unit",S
wp_postmeta,889,vibe_duration,"Unit Duration",
wp_postmeta,889,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,889,vibe_forum,"Unit Forum",
wp_postmeta,889,vibe_assignment,"Connect Assignments",
wp_postmeta,889,vibe_unit_attachments,Attachments,
wp_posts,891,post_type,Type,unit
wp_posts,891,post_title,Title,"Lovely 4"
wp_posts,891,post_date,Date,"2020-08-30 12:38:31"
wp_posts,891,post_content,Content,"[video width=""480"" height=""270"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/file_example_MP4_480_1_5MG.mp4""][/video]"
wp_posts,891,post_author,"Author ID",1
wp_posts,891,post_excerpt,Excerpt,
wp_posts,891,post_status,Status,publish
wp_posts,891,post_name,Slug,lovely-4
wp_posts,891,comment_count,"Review/Note/Answer Count",0
wp_postmeta,891,_edit_lock," edit lock",1598790976:1
wp_postmeta,891,_edit_last," edit last",1
wp_postmeta,891,slide_template,"Slide template",
wp_postmeta,891,rs_page_bg_color,"Rs page bg color",
wp_postmeta,891,vibe_subtitle,"Unit Description"," "
wp_postmeta,891,vibe_type,"Unit Type",play
wp_postmeta,891,vibe_free,"Free Unit",S
wp_postmeta,891,vibe_duration,"Unit Duration",
wp_postmeta,891,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,891,vibe_forum,"Unit Forum",
wp_postmeta,891,vibe_assignment,"Connect Assignments",
wp_postmeta,891,vibe_unit_attachments,Attachments,
wp_posts,882,post_type,Type,course
wp_posts,882,post_title,Title,"Atmosphere & Fun"
wp_posts,882,post_date,Date,"2020-08-30 12:32:07"
wp_posts,882,post_content,Content,
wp_posts,882,post_author,"Author ID",1
wp_posts,882,post_excerpt,Excerpt,
wp_posts,882,post_status,Status,publish
wp_posts,882,post_name,Slug,atmosphere-fun
wp_posts,882,comment_count,"Review/Note/Answer Count",0
wp_postmeta,882,_edit_lock," edit lock",1598790688:1
wp_postmeta,882,_edit_last," edit last",1
wp_postmeta,882,_wp_page_template," wp page template",default
wp_postmeta,882,slide_template,"Slide template",
wp_postmeta,882,rs_page_bg_color,"Rs page bg color",
wp_postmeta,882,vibe_sidebar,Sidebar,coursesidebar
wp_postmeta,882,vibe_duration,"Total Duration of Course",10
wp_postmeta,882,vibe_course_duration_parameter,"Course Duration parameter",86400
wp_postmeta,882,vibe_students,"Total number of Students in Course",1
wp_postmeta,882,vibe_course_prev_unit_quiz_lock,"Unit Completion Lock",H
wp_postmeta,882,vibe_course_offline,"Offline Course",H
wp_postmeta,882,vibe_course_unit_content,"Show Unit content in Curriculum",H
wp_postmeta,882,vibe_course_button,"Hide Course Button after subscription",H
wp_postmeta,882,vibe_course_progress,"Display Course Progress on Course home",H
wp_postmeta,882,vibe_course_auto_progress,"Time based Course Progress ",H
wp_postmeta,882,vibe_course_review,"Post Course Reviews from Course Home",H
wp_postmeta,882,vibe_course_auto_eval,"Auto Evaluation",H
wp_postmeta,882,vibe_start_date,"Course Start Date",
wp_postmeta,882,vibe_max_students,"Maximum Students in Course",
wp_postmeta,882,vibe_course_badge,"Excellence Badge"," "
wp_postmeta,882,vibe_course_badge_percentage,"Badge Percentage",
wp_postmeta,882,vibe_course_badge_title,"Badge Title",
wp_postmeta,882,vibe_course_certificate,"Completion Certificate",H
wp_postmeta,882,vibe_certificate_template,"Certificate Template",H
wp_postmeta,882,vibe_course_passing_percentage,"Passing Percentage",
wp_postmeta,882,vibe_course_drip,"Drip Feed",H
wp_postmeta,882,vibe_course_drip_origin,"Course Starting Time as Drip Feed Origin",H
wp_postmeta,882,vibe_course_section_drip,"Section Drip Feed",H
wp_postmeta,882,vibe_course_drip_duration_type,"Drip Duration as Unit Duration",H
wp_postmeta,882,vibe_course_drip_duration,"Drip Feed Duration (Static)",
wp_postmeta,882,vibe_drip_duration_parameter,"Drip Duration parameter",86400
wp_postmeta,882,vibe_course_curriculum,"Course Curriculum","Atmosphere &amp; Fun S1|873|875|Atmosphere &amp; Fun S2|877|880"
wp_postmeta,882,vibe_pre_course,"Prerequisite Course",
wp_postmeta,882,vibe_course_retakes,"Course Retakes",0
wp_postmeta,882,vibe_forum,"Course Forum",
wp_postmeta,882,vibe_group,"Course Group",
wp_postmeta,882,vibe_course_instructions,"Course specific instructions"," "
wp_postmeta,882,vibe_course_message,"Course Completion Message"," "
wp_postmeta,882,vibe_course_free,"Vibe course free",S
wp_postmeta,882,vibe_partial_free_course,"Vibe partial free course",H
wp_postmeta,882,vibe_course_apply,"Vibe course apply",H
wp_postmeta,882,vibe_product,"Vibe product",
wp_terms,882,course-cat,Terms,"Atmosphere&amp;Fun,Heat"
wp_user,1,"User Details",talal.danoun@gmail.com,wow.shop100
wp_usermeta,882,"User Timestamp",1,1599654735
wp_postmeta,882,1,"User status",0
wp_usermeta,course_status882,"COURSE STATUS",1,2
wp_posts,873,post_type,Type,unit
wp_posts,873,post_title,Title,"Joyful 1"
wp_posts,873,post_date,Date,"2020-08-30 12:27:26"
wp_posts,873,post_content,Content,"[video width=""854"" height=""480"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/Smart-Y-Pre-Business.mp4""][/video]"
wp_posts,873,post_author,"Author ID",1
wp_posts,873,post_excerpt,Excerpt,
wp_posts,873,post_status,Status,publish
wp_posts,873,post_name,Slug,joyful-1
wp_posts,873,comment_count,"Review/Note/Answer Count",0
wp_postmeta,873,_edit_lock," edit lock",1598790308:1
wp_postmeta,873,_edit_last," edit last",1
wp_postmeta,873,slide_template,"Slide template",
wp_postmeta,873,rs_page_bg_color,"Rs page bg color",
wp_postmeta,873,vibe_subtitle,"Unit Description"," "
wp_postmeta,873,vibe_type,"Unit Type",play
wp_postmeta,873,vibe_free,"Free Unit",S
wp_postmeta,873,vibe_duration,"Unit Duration",
wp_postmeta,873,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,873,vibe_forum,"Unit Forum",
wp_postmeta,873,vibe_assignment,"Connect Assignments",
wp_postmeta,873,vibe_unit_attachments,Attachments,
wp_posts,875,post_type,Type,unit
wp_posts,875,post_title,Title,"Joyful 2"
wp_posts,875,post_date,Date,"2020-08-30 12:27:58"
wp_posts,875,post_content,Content,"[video width=""854"" height=""480"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/Smart-Y-Pre-Business.mp4""][/video]"
wp_posts,875,post_author,"Author ID",1
wp_posts,875,post_excerpt,Excerpt,
wp_posts,875,post_status,Status,publish
wp_posts,875,post_name,Slug,joyful-2
wp_posts,875,comment_count,"Review/Note/Answer Count",0
wp_postmeta,875,_edit_lock," edit lock",1598790340:1
wp_postmeta,875,_edit_last," edit last",1
wp_postmeta,875,slide_template,"Slide template",
wp_postmeta,875,rs_page_bg_color,"Rs page bg color",
wp_postmeta,875,vibe_subtitle,"Unit Description"," "
wp_postmeta,875,vibe_type,"Unit Type",play
wp_postmeta,875,vibe_free,"Free Unit",S
wp_postmeta,875,vibe_duration,"Unit Duration",
wp_postmeta,875,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,875,vibe_forum,"Unit Forum",
wp_postmeta,875,vibe_assignment,"Connect Assignments",
wp_postmeta,875,vibe_unit_attachments,Attachments,
wp_posts,877,post_type,Type,unit
wp_posts,877,post_title,Title,"Joyful 3"
wp_posts,877,post_date,Date,"2020-08-30 12:28:26"
wp_posts,877,post_content,Content,"[video width=""854"" height=""480"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/Smart-Y-Pre-Business.mp4""][/video]"
wp_posts,877,post_author,"Author ID",1
wp_posts,877,post_excerpt,Excerpt,
wp_posts,877,post_status,Status,publish
wp_posts,877,post_name,Slug,joyful-3
wp_posts,877,comment_count,"Review/Note/Answer Count",0
wp_postmeta,877,_edit_lock," edit lock",1598790540:1
wp_postmeta,877,_edit_last," edit last",1
wp_postmeta,877,slide_template,"Slide template",
wp_postmeta,877,rs_page_bg_color,"Rs page bg color",
wp_postmeta,877,vibe_subtitle,"Unit Description"," "
wp_postmeta,877,vibe_type,"Unit Type",play
wp_postmeta,877,vibe_free,"Free Unit",S
wp_postmeta,877,vibe_duration,"Unit Duration",
wp_postmeta,877,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,877,vibe_forum,"Unit Forum",
wp_postmeta,877,vibe_assignment,"Connect Assignments",
wp_postmeta,877,vibe_unit_attachments,Attachments,
wp_posts,880,post_type,Type,unit
wp_posts,880,post_title,Title,"Joyful 4"
wp_posts,880,post_date,Date,"2020-08-30 12:29:35"
wp_posts,880,post_content,Content,"[video width=""854"" height=""480"" mp4=""https://wow-ae.com/wp-content/uploads/2020/08/Smart-Y-Pre-Business.mp4""][/video]"
wp_posts,880,post_author,"Author ID",1
wp_posts,880,post_excerpt,Excerpt,
wp_posts,880,post_status,Status,publish
wp_posts,880,post_name,Slug,joyful-4
wp_posts,880,comment_count,"Review/Note/Answer Count",0
wp_postmeta,880,_edit_lock," edit lock",1598790438:1
wp_postmeta,880,_edit_last," edit last",1
wp_postmeta,880,slide_template,"Slide template",
wp_postmeta,880,rs_page_bg_color,"Rs page bg color",
wp_postmeta,880,vibe_subtitle,"Unit Description"," "
wp_postmeta,880,vibe_type,"Unit Type",play
wp_postmeta,880,vibe_free,"Free Unit",S
wp_postmeta,880,vibe_duration,"Unit Duration",
wp_postmeta,880,vibe_unit_duration_parameter,"Unit Duration parameter",60
wp_postmeta,880,vibe_forum,"Unit Forum",
wp_postmeta,880,vibe_assignment,"Connect Assignments",
wp_postmeta,880,vibe_unit_attachments,Attachments,
wp_posts,871,post_type,Type,course
wp_posts,871,post_title,Title,Mind
wp_posts,871,post_date,Date,"2020-08-30 12:23:49"
wp_posts,871,post_content,Content,
wp_posts,871,post_author,"Author ID",1
wp_posts,871,post_excerpt,Excerpt,
wp_posts,871,post_status,Status,publish
wp_posts,871,post_name,Slug,mind
wp_posts,871,comment_count,"Review/Note/Answer Count",0
wp_postmeta,871,_edit_lock," edit lock",1598790131:1
wp_postmeta,871,_edit_last," edit last",1
wp_postmeta,871,_wp_page_template," wp page template",default
wp_postmeta,871,slide_template,"Slide template",
wp_postmeta,871,rs_page_bg_color,"Rs page bg color",
wp_postmeta,871,vibe_sidebar,Sidebar,coursesidebar
wp_postmeta,871,vibe_duration,"Total Duration of Course",10
wp_postmeta,871,vibe_course_duration_parameter,"Course Duration parameter",86400
wp_postmeta,871,vibe_students,"Total number of Students in Course",1
wp_postmeta,871,vibe_course_prev_unit_quiz_lock,"Unit Completion Lock",H
wp_postmeta,871,vibe_course_offline,"Offline Course",H
wp_postmeta,871,vibe_course_unit_content,"Show Unit content in Curriculum",H
wp_postmeta,871,vibe_course_button,"Hide Course Button after subscription",H
wp_postmeta,871,vibe_course_progress,"Display Course Progress on Course home",H
wp_postmeta,871,vibe_course_auto_progress,"Time based Course Progress ",H
wp_postmeta,871,vibe_course_review,"Post Course Reviews from Course Home",H
wp_postmeta,871,vibe_course_auto_eval,"Auto Evaluation",H
wp_postmeta,871,vibe_start_date,"Course Start Date",
wp_postmeta,871,vibe_max_students,"Maximum Students in Course",
wp_postmeta,871,vibe_course_badge,"Excellence Badge"," "
wp_postmeta,871,vibe_course_badge_percentage,"Badge Percentage",
wp_postmeta,871,vibe_course_badge_title,"Badge Title",
